f, RPR, RBV, F_last, Recl_last
111910,0.842656,0.866003,0.110803,256003
111910,0.842656,0.866003,0.110803,256003
111910,0.842656,0.866003,0.110803,256003
111908,0.842656,0.865998,0.110803,256001
111888,0.842654,0.865948,0.110804,255988
111688,0.842642,0.86545,0.110814,255851
109707,0.842515,0.860488,0.110917,254482
91580.9,0.841202,0.81248,0.111943,241197
61171,0.818264,0.722544,0.140638,163690
41214.7,0.782337,1.03236,0.239397,117386
33052.5,0.794373,0.930727,0.205042,129425
122739,0.778483,0.978745,0.33713,150996
26899.6,0.792135,0.93821,0.22715,133584
24470.9,0.787184,0.870571,0.257384,167151
22559.3,0.783457,0.803984,0.267897,224920
23655.1,0.781304,0.738714,0.266839,297027
21797.3,0.782681,0.777089,0.267478,251062
20876.2,0.779484,0.752965,0.254863,272475
19929.7,0.779165,0.736898,0.234379,283563
18923.5,0.785518,0.743186,0.219137,284131
17816.6,0.790274,0.798524,0.207409,287601
17472.5,0.81075,0.842902,0.190452,330786
16966.6,0.817494,0.863233,0.181736,341348
16407,0.817952,0.901076,0.162583,363788
15580.7,0.829011,0.941949,0.143748,401067
14904.7,0.857103,1.22386,0.126272,510048
15559.2,0.868974,1.22673,0.105594,496524
14665.6,0.861449,1.22528,0.118557,505349
14458.9,0.863275,1.21089,0.10979,478781
14355.4,0.873247,1.38706,0.105461,486752
14248.7,0.878944,1.42666,0.103487,497067
14089,0.881151,1.44563,0.100565,520417
13874.9,0.88715,1.53785,0.0948813,556101
13685.6,0.894951,1.67925,0.0840154,554910
13440.2,0.900121,1.79905,0.076687,563344
13087.9,0.911033,1.97829,0.0707574,625768
12736.9,0.917422,2.16011,0.0621521,676806
12307,0.927595,2.46264,0.0554748,746525
11667.8,0.934919,2.74886,0.0475943,807397
11455,0.9466,3.2942,0.0389547,972905
11266.5,0.948609,3.47928,0.0359707,1.08864e+06
11142.2,0.949983,3.51034,0.0338987,1.35191e+06
11126.1,0.951959,3.59174,0.0326545,1.59535e+06
11098.7,0.952505,3.61979,0.0323452,1.64171e+06
11063.7,0.953408,3.68239,0.0314201,1.69531e+06
11025.2,0.955304,3.83161,0.0298344,1.80341e+06
10992.9,0.957075,4.03894,0.027881,1.90042e+06
10961,0.958333,4.16329,0.026182,2.11416e+06
10915.9,0.959779,4.30359,0.0243169,2.40703e+06
10846.2,0.961525,4.46122,0.0221727,2.97929e+06
10768.6,0.964535,4.82998,0.0189479,3.96197e+06
10754.6,0.968348,5.46375,0.0161786,5.00859e+06
10720.1,0.969477,5.69433,0.0156142,5.15575e+06
10683.3,0.971811,6.17877,0.0150144,4.87028e+06
10700.2,0.972644,6.38378,0.0151317,4.57354e+06
10668.2,0.972137,6.25501,0.0150593,4.75436e+06
10652.6,0.971932,6.21225,0.0152707,4.68952e+06
10651.2,0.971524,6.08285,0.0156581,4.52999e+06
10645.8,0.971389,6.04164,0.0157697,4.47713e+06
10642.2,0.971146,5.99097,0.0158722,4.38835e+06
10637.8,0.970914,5.94745,0.0159063,4.45689e+06
10632.7,0.970753,5.89397,0.0158632,4.52795e+06
10629.2,0.970577,5.84157,0.0158219,4.63852e+06
10624.1,0.970744,5.90557,0.0156578,4.60876e+06
10620.4,0.971089,5.96086,0.0154805,4.64052e+06
10615,0.97115,5.97436,0.0153898,4.67737e+06
10612.4,0.971262,6.00472,0.0152987,4.72678e+06
10612.1,0.971433,6.0555,0.0152438,4.76091e+06
10611.2,0.971909,6.17708,0.0151573,4.64414e+06
10609.6,0.972165,6.25931,0.0151136,4.58776e+06
10609.4,0.972352,6.31052,0.0150293,4.59768e+06
10609,0.972247,6.28142,0.0150768,4.59208e+06
10608.4,0.972335,6.30493,0.0150184,4.61899e+06
10607.1,0.97266,6.39139,0.0148496,4.64979e+06
10605.7,0.973276,6.55175,0.0144625,4.77628e+06
10604.9,0.973837,6.6896,0.0139244,5.15301e+06
10603.8,0.974081,6.75875,0.0137907,5.20584e+06
10604.3,0.974516,6.88494,0.0135732,5.24609e+06
10603.5,0.97473,6.94049,0.0134531,5.28778e+06
10602.4,0.974976,7.01584,0.0133082,5.35044e+06
10600.3,0.975142,7.059,0.0131925,5.4121e+06
10596.5,0.975562,7.20472,0.0129559,5.50128e+06
10589.8,0.975833,7.30368,0.0127954,5.57835e+06
10576.6,0.975824,7.31566,0.0128246,5.54093e+06
10472.1,0.975659,7.44754,0.0131207,5.17941e+06
10308.6,0.9714,6.0872,0.0152397,4.66593e+06
10504.9,0.968521,5.66418,0.0164649,4.29243e+06
10183.8,0.969876,5.85157,0.0158987,4.4586e+06
9955.66,0.969116,5.73229,0.0163863,4.26452e+06
9544.27,0.969152,5.82264,0.0159546,4.4079e+06
8838.86,0.966902,5.3895,0.0163288,4.6463e+06
8828.11,0.972437,6.87334,0.0115399,7.71319e+06
8329.82,0.97033,6.19997,0.0133084,6.24281e+06
9084.11,0.923557,2.14244,0.036184,2.64299e+06
8099.44,0.95602,3.98123,0.0199805,4.36885e+06
12636.8,0.953181,3.62334,0.020134,4.78794e+06
8097.97,0.955973,3.97455,0.0199832,4.37587e+06
8095.01,0.955962,3.9726,0.0199814,4.37906e+06
8066.3,0.955843,3.9532,0.019964,4.41109e+06
7855.21,0.95459,3.76783,0.0197906,4.74403e+06
7590.88,0.953914,3.66977,0.019463,4.72144e+06
7513.07,0.939233,2.70912,0.0240683,3.9837e+06
253056,0.443243,0.0895375,0.240742,681434
9004.26,0.921602,2.04231,0.0294285,3.40126e+06
7588.75,0.938004,2.65007,0.0244463,3.93484e+06
7492.02,0.938709,2.68366,0.0242295,3.96269e+06
7877.12,0.943245,2.86966,0.0207553,5.14873e+06
7463.42,0.939534,2.71537,0.0235765,4.14939e+06
7414.73,0.940661,2.75852,0.0226268,4.46173e+06
7330.67,0.940611,2.74014,0.0220112,4.70621e+06
7209.25,0.938386,2.60801,0.021766,4.88452e+06
7191.92,0.924894,2.06276,0.022421,5.68481e+06
7134.02,0.93107,2.28256,0.0221349,5.32471e+06
7084.9,0.932965,2.3452,0.020018,5.86128e+06
7018.63,0.930651,2.25832,0.0212916,5.16989e+06
6940.53,0.925597,2.08003,0.0210359,5.70238e+06
6864.49,0.914189,1.78358,0.0221568,5.67163e+06
6771.97,0.908612,1.66214,0.022207,5.54394e+06
6666.2,0.896942,1.44701,0.0226808,5.35895e+06
6653.99,0.866496,1.06776,0.0274457,4.50117e+06
6616.15,0.881026,1.22505,0.0251794,4.86848e+06
