#numero_de_años	o	instantes																																					
29																																							
#numero_de_trimestres	por	año																																					
4																																							
#numero_de_años	para	conseguir	el	equilibrio																																			
12																																							
#numero_de_tallas																																							
37
# solo cambia el cv del pelaces,..... no pasa na

#Año	Est	B.rs	cv_r	nmB.rs	B.pel	cv_pel	nmB.pel	mph	cv_mph	CPUE	cv_cpue	Desemb	cv_des	nm																									
0	0	0	0	0	0	0	0	0	77.011	218.197	962.636	2618.369	4517.97	6006.847	7393.042	9703.368	12976.329	14478.041	19804.625	18816.319	17468.629	15081.293	12244.726	9305.478	9266.973	11731.32	15017.117	14657.733	11898.177	7585.569	5660.298	3311.467	1771.25	770.109	115.516	0			
0	0	0	0	0	0	0	0	0	0	4.218	6.328	37.965	44.293	94.913	147.643	160.298	162.407	141.315	179.281	175.062	179.281	253.102	217.246	259.43	225.683	316.378	455.584	607.445	731.887	643.301	527.296	329.033	164.516	31.638	8.437	0			
0	0	0	0	0	0	0	0	0	0	0	0	17.532	70.128	236.682	578.557	828.388	1130.816	1459.541	1840.863	2064.396	2423.803	3173.297	4054.282	4361.092	5005.394	4773.095	5088.672	3716.79	2283.547	1095.752	429.535	179.703	74.511	21.915	4.383	0			
0	0	0	0	0	0	0	0	10.868	65.207	108.679	717.281	1510.638	2390.938	3619.011	5216.592	4412.368	4303.689	3108.22	2564.825	1673.657	880.3	1108.526	1717.128	3705.954	6259.911	6227.307	3955.916	1499.77	684.678	423.848	173.886	76.075	32.604	0	0	0			
0	0	0	0	0	0	0	0	54.009	189.03	688.609	1863.296	3348.532	6102.97	9208.463	15149.407	19159.544	25802.6	26342.686	28097.965	20334.231	13988.223	8951.922	6778.077	7682.721	8249.811	9829.562	8317.322	3996.635	1822.79	661.605	243.039	108.017	13.502	0	0	0			
0	0	0	0	0	0	0	0	0	14.709	147.095	235.351	794.311	1367.98	2132.872	3015.44	4177.487	5236.568	4986.508	6516.292	5986.751	6148.555	4707.028	4574.643	5236.568	8163.751	12532.462	14459.401	8825.677	4354.001	2691.832	956.115	455.993	102.966	44.128	0	0			
0	0	0	0	0	0	0	0	0	52.05	208.202	468.453	1041.008	1899.839	4007.879	7859.607	10904.554	13793.35	13819.376	13819.376	10644.302	10592.252	10696.353	9863.547	8822.539	10279.95	12440.04	12830.418	9004.715	5621.441	1899.839	988.957	130.126	52.05	0	0	0			
0	0	0	0	0	0	0	0	7.198	32.392	39.59	93.576	165.558	190.752	136.766	183.554	143.964	410.297	482.279	547.063	669.432	626.243	680.229	741.414	763.008	748.612	914.17	1144.512	1356.859	1202.098	511.072	248.338	53.986	10.797	3.599	0	0			
0	0	0	0	0	0	0	0	0	15.472	185.664	495.104	912.847	2011.358	3001.565	3945.356	4981.979	7426.553	9020.168	12872.692	14234.227	15874.258	14884.051	10969.638	6792.202	6188.794	6668.426	5755.579	5972.187	3465.725	974.735	355.856	108.304	15.472	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	4.187	9.071	35.587	135.372	173.053	207.245	228.178	261.673	247.717	318.194	336.336	316.1	328.661	231.667	152.119	170.959	195.382	167.47	48.846	11.862	0	0.698	0	0	0			
0	0	0	0	0	0	0	0	0	5.283	5.283	0	0	5.283	58.108	105.65	269.408	491.273	1061.783	1183.281	1389.298	1774.921	2165.827	2039.046	2065.459	1568.904	956.133	887.461	570.51	507.12	206.018	21.13	15.848	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	31.997	106.655	341.296	469.282	1333.189	2207.761	2922.35	3380.967	4980.794	5663.387	5759.376	4255.539	3306.309	2623.716	2111.771	810.579	405.289	362.627	191.979	106.655	21.331	10.666	0	0	0	0			
0	0	0	0	0	0	0	0	0	28.08	42.121	84.241	238.683	505.447	1038.974	2471.074	3580.249	4422.66	5616.077	7244.739	8255.633	11077.711	11878.002	9224.406	5658.197	3931.254	2485.114	1572.501	1418.059	1853.305	1193.416	379.085	56.161	28.08	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.256	9.024	31.583	85.726	146.636	311.32	315.832	388.022	439.909	532.403	430.885	322.6	333.88	284.249	184.987	288.761	279.737	142.124	22.559	0	0	0	0			
0	0	0	0	0	0	0	0	0	1.129	2.258	2.258	6.775	15.808	14.679	12.421	18.067	30.488	71.138	155.826	276.648	494.579	746.385	897.694	801.714	678.634	415.536	196.476	107.272	55.33	13.55	5.646	1.129	0	0	0	0			
0	0	0	0	0	0	0	0	15.558	72.603	186.693	290.411	176.321	165.949	103.718	51.859	31.116	57.045	41.487	62.231	72.603	119.276	155.578	295.597	560.079	917.907	1239.434	694.913	269.668	114.09	20.744	10.372	0	0	0	0	0			
0	0	0	0	0	0	0	0	11.028	60.654	148.878	192.99	672.707	964.949	1543.919	2359.99	2266.252	2359.99	1659.713	2200.084	2100.832	2619.148	3578.583	3898.395	2266.252	1775.507	1218.593	998.033	562.428	248.13	22.056	11.028	0	5.514	0	0	0			
0	0	0	0	0	0	0	0	0	2.605	10.42	56.008	105.504	170.63	138.067	122.437	151.092	221.428	226.638	278.739	250.083	244.873	261.806	263.108	251.386	260.503	204.495	141.974	61.218	18.235	3.908	1.303	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	2.79	5.579	0	16.738	11.158	27.896	44.633	86.477	192.481	340.329	661.132	1166.047	1746.281	2457.625	2725.425	2784.007	2471.573	1726.754	1015.409	513.284	223.167	50.213	16.738	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	23.262	54.279	62.033	69.787	62.033	77.541	139.573	504.015	1186.374	1713.652	2132.372	3124.894	2822.485	2411.519	1837.717	1581.832	1380.226	1031.293	356.688	62.033	23.262	7.754	0	0	0	0	0			
0	0	0	0	0	0	0	2.245	2.245	11.226	7.858	12.349	11.226	12.349	21.329	33.678	33.678	69.601	111.137	262.686	577.012	1083.301	1707.462	2229.467	1852.277	1201.173	698.252	419.849	205.434	106.646	40.413	3.368	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0.454	0.68	0.227	0.68	0.68	0.454	0.68	1.814	1.814	5.443	8.165	17.009	33.792	51.936	73.254	73.708	51.255	31.071	19.958	14.968	1.814	0.454	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	3.459	5.188	17.294	43.234	65.715	102.032	150.453	140.077	193.687	219.627	207.522	304.366	370.081	394.292	534.369	587.979	430.608	198.875	69.174	20.752	1.729	1.729	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	9.257	9.257	13.886	4.629	18.515	60.173	41.658	87.945	120.346	166.632	314.75	597.099	689.673	1013.68	930.364	754.474	569.327	689.673	610.985	847.048	388.809	152.746	41.658	4.629	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	13.686	6.843	75.275	75.275	164.237	191.61	403.749	691.164	1122.287	1560.252	2586.734	3414.762	4071.71	5337.704	4817.62	3606.372	3161.563	2360.908	1430.231	773.283	198.453	61.589	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0.352	0.352	0.352	4.582	3.524	2.819	18.679	27.49	53.922	62.028	64.848	71.897	74.364	62.381	41.235	22.908	16.564	10.925	7.401	1.762	0	0	0	0			
0	0	0	0	0	0	0.746	3.73	2.238	5.222	0	3.73	7.46	8.952	5.968	5.968	2.238	21.634	40.283	114.136	149.944	143.23	162.626	201.417	268.556	375.232	360.313	295.412	173.815	86.535	36.553	17.904	7.46	2.238	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	1.227	4.296	4.91	6.137	10.433	10.433	18.411	15.956	28.844	47.869	93.897	150.358	182.885	212.956	224.003	204.978	154.04	144.835	92.056	54.006	19.025	3.682	0.614	0	0			
0	0	0	0	0	0	0	0	58.173	285.577	624.039	1126.443	1612.981	1893.27	2083.654	1872.116	1766.347	1813.943	1639.423	1866.827	1343.27	1147.596	1047.116	1427.885	1898.558	3009.135	3839.424	3458.655	1798.077	925.481	650.481	571.154	285.577	111.058	10.577	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0.058	0.289	0.81	2.026	2.894	3.763	3.589	2.489	2.663	2.547	4.573	4.979	2.952	0.637	1.1	0.521	0.463	0.116	0.232	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	2.981	0	0	0	53.66	47.698	71.546	169.923	333.883	757.199	1201.383	2015.222	1931.752	2220.918	2039.071	2083.788	1556.133	1258.023	971.838	715.464	351.77	184.828	83.471	11.924	5.962	2.981	0			
0	0	0	0	0	0	2.347	18.773	75.09	68.05	46.931	126.714	152.527	206.498	244.043	342.598	483.392	617.146	718.048	884.654	901.08	736.821	678.157	664.077	1102.885	1919.488	2691.508	3379.05	4275.437	4498.361	3515.151	1837.359	837.723	246.389	56.318	16.426	0			
0	0	0	0	2.537	22.833	63.426	167.445	350.112	423.686	692.613	900.65	844.835	837.224	669.779	537.853	383.094	494.723	621.576	568.298	568.298	692.613	652.02	743.354	854.984	1326.874	1425.818	1671.911	1565.356	1649.078	1212.707	827.076	271.464	129.389	15.222	0	0			
0	0	0	0	0	0	0	0	1.042	0	15.629	37.511	50.014	52.098	54.182	62.518	70.853	144.833	125.036	75.021	79.189	69.812	127.12	153.169	186.511	177.134	156.294	160.462	140.665	157.336	106.28	54.182	23.965	6.252	0	0	0			
0	0	0	0	0	0.741	21.475	49.614	97.748	107.374	129.59	125.146	188.831	184.387	129.59	183.647	231.04	316.199	355.446	384.326	439.124	656.093	812.341	890.836	874.544	844.183	704.227	565.011	436.902	389.509	291.762	217.71	86.64	33.323	4.443	0	0			
0	0	0	0	0	0	0	0	6.661	16.652	28.308	46.625	41.629	36.634	41.629	33.303	113.231	208.146	386.319	338.029	496.22	489.559	496.22	562.827	672.728	1042.395	1285.509	1453.691	1198.921	1070.703	814.267	889.199	512.872	229.793	44.96	3.33	0			
0	0	0	0	0	0	3.502	7.004	29.768	75.295	260.905	439.511	534.067	474.531	549.826	646.133	563.834	686.407	660.141	583.096	358.963	313.436	250.398	457.021	742.44	1134.673	1244.988	1001.594	1041.868	861.511	570.838	271.411	56.033	12.257	1.751	0	0			
0	0	0	0	0	0	0	0.174	4.172	14.602	44.154	98.739	139.069	133.68	155.757	192.089	193.306	185.483	181.137	159.929	109.169	65.188	35.81	19.296	13.038	12.342	8.866	7.649	6.953	7.996	5.91	1.912	1.043	0.695	0	0	0			
0	0	0.001	0	14.496	76.62	47.628	140.814	192.584	105.611	188.443	248.496	294.053	279.558	459.717	904.939	1343.948	1774.674	1956.904	2118.426	2352.426	2298.586	1998.32	1573.806	1368.797	1099.594	952.567	778.62	679.222	482.496	335.469	140.814	53.841	12.425	0	0	0			
0	0	0	0	0	0.838	0.838	7.544	3.353	6.705	25.984	59.511	77.951	135.786	217.09	277.439	372.154	406.52	486.985	629.477	837.346	1030.967	1287.452	1262.306	1310.921	1258.953	1087.964	912.783	751.852	497.043	300.908	269.895	129.919	64.54	17.602	2.515	0			
0	0	0	0	0	0	0	2.655	7.965	37.169	103.543	400.895	453.994	464.614	568.157	682.319	1054.01	1723.054	1728.364	1460.215	1298.264	1210.651	1375.257	1454.905	1391.187	1101.799	939.848	807.101	623.91	382.311	204.43	127.437	50.444	50.444	13.275	5.31	0			
0	0	0	0	0	0	0	0	0	0	0.071	0.267	1.42	2.57	2.957	2.911	2.665	2.482	2.611	2.278	1.82	1.741	1.932	1.749	1.828	1.728	1.408	1.154	0.82	0.687	0.346	0.208	0.058	0.067	0.008	0	0			
0	0	0	0	0	0	0	0	17.087	6.408	40.582	145.24	200.773	269.122	403.683	732.609	820.181	867.17	965.421	1366.968	1499.393	1757.835	2052.588	2255.497	2150.839	1674.536	1272.989	1006.003	700.571	527.564	360.965	196.502	64.077	42.718	0	2.136	0			
																																							
#	Frecuencia	de	tallas	de	RECLAS																																		
																																							
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0.09	0.14	0.79	4.86	8.82	18.76	38.32	47.43	98.46	146.91	153.52	131.92	104.13	51.28	47.79	36.71	24.02	12.35	11.97	8.96	11.72	9.6	11.04	5.42	6.45	5.89	2.67	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0.17	0	1.7	3.6	14.79	26.73	33.5	43.67	80.67	101.01	144.63	150.69	115.61	91.35	61.77	42.32	31.59	19.29	18.31	11.42	4.27	2.05	0.89	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0.02	2.61	10.09	26.8	39.82	77.34	79.88	99.36	78.3	100.96	77.64	93.93	58.92	64.97	45.58	45.02	24.66	29.79	19.53	14.62	5.8	3.35	0.93	0.08	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0.76	1.78	3.73	6.99	12.58	21.55	33.63	53.43	76.43	92.64	88.71	98.85	94	94.04	82.38	70.57	55.72	42.86	33.61	19.17	10.06	4.58	1.46	0.29	0.18	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0.04	0.01	1.58	1.8	7.21	11.23	23.39	31.35	52.02	64.82	87.4	92.64	110.48	97.09	100.46	73.1	72.68	52.22	51.27	32.08	22.34	9.2	4.46	1	0.13	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0.01	0.3	1.12	1.52	3.79	14.11	28.23	50.95	68.93	98.73	108.07	119.84	101.45	95.26	76.96	68.36	49.16	35.77	25.78	23.06	16.2	9.27	2.55	0.59	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0.64	0.67	1.67	3.77	4.11	8.84	13.59	24.72	35.89	54.45	60.39	92.47	102.32	123.4	111.96	114.47	75.52	52.86	39.5	35.37	25.35	12.16	4.5	1.38	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0.32	1.37	1.78	3	3.01	4.64	9.27	19.75	31.41	41.56	58.02	77.16	90.67	103.4	90.47	78.63	68.12	58.12	60.34	65.91	60	43.86	20.28	6.84	2.05	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0.21	0	0.52	1.03	5.02	10.13	20.41	24.95	40.9	56.45	73.38	90.35	109.9	103.97	110.75	94.36	69.92	48.32	34.44	26.34	27.61	23.84	17.37	7.29	2.55	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0.53	0.59	0.35	1.21	2.51	3.91	9.46	28.45	46.66	79.14	110.28	138.21	154	147.67	114.3	72.82	39.92	18.42	11.43	6.62	5.32	3.16	2.96	1.15	0.85	0.09	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0.23	1.91	7.14	11.69	17.29	29.64	32.74	43.48	62.03	87.88	117.36	117.05	142.87	114.65	87.64	46.42	25.38	19	21.05	9.2	4.13	0.95	0.28	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0.17	1.53	1.13	4.58	8.34	24.46	44.54	74.22	77.54	125.39	121.89	173.14	121.31	109.74	55.43	28.17	16.38	6.49	3.88	1.14	0.4	0.11	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0.69	2.55	7.23	14.22	18.53	31.98	37.12	59.19	48.57	69.4	61.65	60.21	63.21	80.53	80.17	90.03	75.95	68.1	45.11	43.34	29.06	9.45	2.44	1.24	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0.1	0.23	0.45	1.05	2.97	9.59	8.56	9.83	7.29	12.02	25.18	41.7	65.96	137.84	163.19	159.82	130.69	104.45	52.44	36.62	20.98	7.38	1.54	0.12	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			

#0	0	0	0.97	0.8	4.69	10.28	20.38	30.93	38.62	42.14	44.37	39.37	69.3	84.69	86.5	111.78	71.09	53.03	36.34	36.32	39.87	41.29	38.12	28.54	27.17	20.84	14.31	6.05	1.83	0.37	0	0	0	0	0	0			
