f, RPR, RBV, F_last, Recl_last
73799.7,0.835128,0.902615,0.110803,339596
73799.7,0.835128,0.902615,0.110803,339596
73799.5,0.835128,0.902615,0.110803,339596
73797.5,0.835128,0.902613,0.110803,339595
73777.5,0.835127,0.902593,0.110804,339588
73577.8,0.835117,0.902389,0.11081,339522
71601,0.835017,0.90036,0.110869,338858
53918.8,0.833999,0.880379,0.111462,332289
38442.7,0.8188,0.767605,0.131497,273973
32695.8,0.793655,1.0104,0.172123,306750
27051.9,0.80456,1.02412,0.188888,346407
36133.4,0.816875,1.12394,0.194127,487161
25457.8,0.808237,1.05036,0.190343,381161
23551.3,0.811117,1.0468,0.182639,432344
21758.3,0.819408,0.981202,0.158069,473946
19617.8,0.827152,1.05488,0.137586,531479
16602.2,0.850845,1.25341,0.118276,677236
13921.8,0.883935,1.56181,0.0939826,868655
11025.3,0.903442,1.90156,0.0745966,1.04902e+06
8111.32,0.915413,2.01607,0.0553821,1.10543e+06
5354.86,0.931803,2.56525,0.0428346,1.24968e+06
7208.33,0.956375,4.09009,0.0356524,1.92584e+06
4353.14,0.942365,3.01973,0.0400322,1.46576e+06
4301.62,0.946851,3.04299,0.0360053,1.42707e+06
3830.1,0.944973,3.02715,0.0378867,1.44572e+06
3714.45,0.945983,3.1809,0.0350571,1.24525e+06
3624.79,0.946142,3.2838,0.0344841,1.20445e+06
3484.14,0.946654,3.26933,0.0339111,1.14297e+06
3531.2,0.951148,3.87905,0.0339104,1.03636e+06
3420.01,0.948695,3.52097,0.0339108,1.0943e+06
3340.18,0.950763,3.6806,0.0336309,989133
3341.25,0.954657,4.03562,0.03374,821908
3299.86,0.952759,3.85163,0.0336855,901460
3249.97,0.95349,3.97287,0.0337048,794793
3196.41,0.955144,4.15756,0.0340765,682584
3171.76,0.954257,4.04842,0.0344621,623631
3145.48,0.954184,4.09127,0.0345362,587062
3117.55,0.954106,4.10923,0.0346467,556797
3116.42,0.955195,4.23878,0.0349275,534603
3103.33,0.954671,4.17465,0.0347895,545387
3088.75,0.954931,4.19024,0.0343304,543692
3072.65,0.955964,4.27662,0.0337183,538284
3070.41,0.956878,4.30407,0.0334595,555377
3066.28,0.957084,4.3213,0.0333882,555124
3060.09,0.957247,4.34023,0.0330632,551904
3052.35,0.957564,4.37154,0.0329782,545418
3047.87,0.958007,4.41893,0.0328773,537576
3043.35,0.958746,4.51982,0.0323191,524058
3037.36,0.95953,4.60132,0.0319794,519616
3029.99,0.960487,4.71255,0.0313905,510423
3025.47,0.961506,4.82923,0.0304958,505126
3017.75,0.962373,4.94373,0.0299484,508495
3007.16,0.963684,5.1309,0.0287866,517526
2993.25,0.965687,5.4223,0.027244,534967
2974.55,0.968661,5.92841,0.0250672,547981
2949.43,0.972237,6.70817,0.0222158,537286
2953.82,0.976238,7.79322,0.0195812,519877
2938.84,0.974251,7.2145,0.0209,529094
2941.53,0.976382,7.92467,0.0192889,499891
2939.75,0.976754,8.07605,0.0190088,496010
2938.48,0.977068,8.1875,0.0186921,507060
2937.67,0.977352,8.29383,0.0184809,513600
2936.53,0.977567,8.37017,0.0183163,520167
2935.07,0.977855,8.47222,0.0180268,536378
2932.7,0.978145,8.58496,0.0176914,561327
2929.68,0.978838,8.87296,0.0170904,587133
2927.99,0.979786,9.27885,0.0163857,623247
2928.77,0.98029,9.5055,0.0158723,661979
2927.37,0.979998,9.37272,0.0161693,639115
2926.89,0.980232,9.48214,0.0159191,660937
2926.25,0.98043,9.58019,0.0157365,676762
2926.68,0.980735,9.75144,0.0154192,700586
2926.05,0.980546,9.64465,0.0156155,685686
2925.77,0.980761,9.76794,0.0154218,696138
2925.59,0.981028,9.91119,0.0151445,724355
2925.4,0.98123,10.021,0.0149427,748297
2925.21,0.981427,10.1415,0.0147478,764907
2924.99,0.98152,10.1981,0.0146619,772852
2924.55,0.981616,10.2563,0.0145659,783556
2923.88,0.981739,10.3425,0.014489,777124
2922.61,0.98176,10.3527,0.0144676,781268
2920.09,0.981752,10.3464,0.0144706,782840
2895.55,0.981669,10.2841,0.0145013,798731
2723.75,0.980728,9.71807,0.0148123,976181
2412.98,0.978675,8.61385,0.016467,926922
2140.05,0.96832,5.66791,0.0245345,893351
2137.9,0.976322,7.48195,0.0174781,1.47748e+06
2047.26,0.972803,6.56105,0.0205371,1.1623e+06
1969.79,0.972597,6.49989,0.0202204,1.34551e+06
1842.26,0.970585,6.01288,0.0205026,1.7665e+06
1755.82,0.965963,5.06445,0.0215039,2.35427e+06
1720.68,0.967442,5.33941,0.0212011,2.1668e+06
2104.8,0.955499,3.92365,0.025407,2.79858e+06
1674.87,0.963722,4.79546,0.0225791,2.37185e+06
1601.11,0.960976,4.46215,0.0236431,2.23995e+06
1524.63,0.961803,4.48709,0.0217543,2.86367e+06
1428.72,0.958154,4.09281,0.0228404,2.74429e+06
1481.39,0.937388,2.77004,0.0312635,2.02888e+06
1377.52,0.949317,3.39289,0.026497,2.37778e+06
1332.47,0.939633,2.83202,0.0297711,2.42935e+06
1292.65,0.93479,2.54568,0.0318372,2.33472e+06
1293.14,0.932406,2.41363,0.0322006,2.75844e+06
1272.6,0.933631,2.47973,0.0320155,2.53463e+06
1246.73,0.934079,2.47924,0.0318234,2.46611e+06
1236.92,0.931752,2.39387,0.0328544,2.2908e+06
1220.78,0.931473,2.3772,0.0326617,2.36269e+06
1194.35,0.926048,2.16671,0.0347879,2.30793e+06
1160.38,0.912687,1.78764,0.0406178,2.09558e+06
1152.21,0.901752,1.54464,0.0454649,1.94664e+06
1139.93,0.900758,1.52761,0.0463638,1.90089e+06
1122.7,0.895324,1.44068,0.0494078,1.7958e+06
1105.83,0.883126,1.26589,0.0572563,1.48289e+06
1091.31,0.866129,1.08348,0.0670596,1.30045e+06
1073.54,0.850483,0.939323,0.0764745,1.15551e+06
1076.47,0.82611,0.784567,0.0918028,970750
1065.9,0.838243,0.855592,0.0840581,1.05586e+06
1056.41,0.834264,0.828391,0.0871974,1.00873e+06
1045.03,0.818133,0.734954,0.0982151,896564
1041.25,0.791303,0.619815,0.118942,734490
1035.24,0.788285,0.608217,0.121309,721422
1027.41,0.788289,0.608695,0.120974,725932
1023.13,0.789702,0.612821,0.119264,747077
1017.13,0.78923,0.616708,0.119997,739061
1010.3,0.797084,0.65008,0.114084,770669
1001.75,0.794319,0.650179,0.116864,741564
991.864,0.797881,0.6796,0.114203,746656
984.261,0.796242,0.673515,0.115135,736050
976.532,0.799888,0.689368,0.11232,753763
966.11,0.803929,0.697686,0.108025,796484
957.102,0.805764,0.709377,0.105759,831506
950.385,0.806242,0.709556,0.105078,847148
942.741,0.807537,0.710357,0.103473,857806
934.875,0.807518,0.705476,0.102675,867442
924.48,0.810712,0.71703,0.0980294,925369
930.157,0.810555,0.692529,0.0968336,956851
920.494,0.810648,0.706961,0.097563,937478
915.831,0.810006,0.705747,0.0970405,955200
911.162,0.81167,0.713541,0.0956513,968757
903.507,0.813436,0.721491,0.0941408,989291
892.163,0.816476,0.735704,0.0923978,1.00813e+06
894.729,0.824978,0.784501,0.0863938,1.06631e+06
885.265,0.821071,0.760409,0.0891963,1.03826e+06
876.355,0.824084,0.773864,0.08879,1.03143e+06
867.181,0.826488,0.793986,0.0885025,1.02644e+06
853.67,0.82834,0.808786,0.0892506,1.00126e+06
848.252,0.837057,0.879824,0.0876893,976047
